"politician_id","riding_id","shortname","Parl","electedhist_id","party_id","end_date","start_date","partyname","partyabb","ridingname_en","province","riding_short","riding_current","member_id","Year","Date","hon_minstatus","hon_gender.y","name","name_given","name_family","dob"
277,70047,"chuck-strahl",37,1575,25,"2004-05-23","2001-01-29","Canadian Alliance","Alliance","Fraser Valley","BC","fraser-valley","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
277,70178,"chuck-strahl",35,3081,28,"1997-04-27","1994-01-17","Reform Party","Reform","Fraser Valley East","BC","fraser-valley-east","f",3175,1996,"1996-11-18",TRUE,"M","Chuck Strahl","Chuck","Strahl","1957-02-25"
277,70178,"chuck-strahl",35,3081,28,"1997-04-27","1994-01-17","Reform Party","Reform","Fraser Valley East","BC","fraser-valley-east","f",3077,1996,"1996-10-29",FALSE,"M","Chuck Strahl","Chuck","Strahl","1957-02-25"
277,70178,"chuck-strahl",35,3081,28,"1997-04-27","1994-01-17","Reform Party","Reform","Fraser Valley East","BC","fraser-valley-east","f",3081,1994,"1994-01-20",FALSE,"M","Chuck Strahl","Chuck","Strahl","1957-02-25"
278,35053,"belinda-stronach",38,892,4,"2008-09-07","2005-05-17","Liberal","Liberal","Newmarket--Aurora","ON","newmarket-aurora","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
278,35053,"cheryl-gallant",38,1395,1,"2005-05-16","2004-10-04","Conservative","CPC","Newmarket--Aurora","ON","newmarket-aurora","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
279,35050,"paul-szabo",35,3198,4,"2011-03-26","1994-01-17","Liberal","Liberal","Mississauga South","ON","mississauga-south","f",3198,1994,"1994-01-26",FALSE,"M","Paul Szabo","Paul","Szabo","1948-05-10"
279,35050,"paul-szabo",35,3198,4,"2011-03-26","1994-01-17","Liberal","Liberal","Mississauga South","ON","mississauga-south","f",3280,1995,"1995-11-28",FALSE,"M","Paul Szabo","Paul","Szabo","1948-05-10"
280,35039,"andrew-telegdi",36,2588,4,"2008-09-07","1997-09-22","Liberal","Liberal","Kitchener--Waterloo","ON","kitchener-waterloo","f",2588,1998,"1998-06-11",FALSE,"M","Andrew Telegdi","Andrew","Telegdi","1946-05-28"
280,70231,"andrew-telegdi",35,3239,4,"1997-04-27","1994-01-17","Liberal","Liberal","Waterloo","ON","waterloo","t",3239,1994,"1994-02-10",FALSE,"M","Andrew Telegdi","Andrew","Telegdi","1946-05-28"
280,70231,"andrew-telegdi",35,3239,4,"1997-04-27","1994-01-17","Liberal","Liberal","Waterloo","ON","waterloo","t",3325,1994,"1994-04-14",FALSE,"M","Andrew Telegdi","Andrew","Telegdi","1946-05-28"
281,35059,"cheryl-gallant",38,1401,4,"2008-09-07","2004-10-04","Liberal","Liberal","Oak Ridges--Markham","ON","oak-ridges-markham","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
282,24056,"louise-thibault",39,898,5,"2008-09-07","2007-10-16","Independent","Independent","Rimouski-Neigette--Témiscouata--Les Basques","QC","rimouski-neigette-temiscouata-les-basques","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
282,24056,"louise-thibault",39,590,3,"2007-10-15","2006-04-03","Bloc Québécois","Bloc","Rimouski-Neigette--Témiscouata--Les Basques","QC","rimouski-neigette-temiscouata-les-basques","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
282,70033,"louise-thibault",38,1508,3,"2005-11-29","2004-10-04","Bloc Québécois","Bloc","Rimouski--Témiscouata","QC","rimouski-temiscouata","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
283,12011,"robert-thibault",37,1646,4,"2008-09-07","2001-01-29","Liberal","Liberal","West Nova","NS","west-nova","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
284,48027,"myron-thompson",35,3073,28,"2000-10-22","1994-01-17","Reform Party","Reform","Wild Rose","AB","wild-rose","f",3086,1996,"1996-10-01",FALSE,"M","Myron Thompson","Myron","Thompson","1936-04-23"
284,48027,"myron-thompson",35,3073,28,"2000-10-22","1994-01-17","Reform Party","Reform","Wild Rose","AB","wild-rose","f",3264,1995,"1995-09-21",FALSE,"M","Myron Thompson","Myron","Thompson","1936-04-23"
284,48027,"myron-thompson",35,3073,28,"2000-10-22","1994-01-17","Reform Party","Reform","Wild Rose","AB","wild-rose","f",3073,1994,"1994-01-20",FALSE,"M","Myron Thompson","Myron","Thompson","1936-04-23"
284,48027,"myron-thompson",35,3073,28,"2000-10-22","1994-01-17","Reform Party","Reform","Wild Rose","AB","wild-rose","f",3065,1995,"1995-05-31",FALSE,"M","Myron Thompson","Myron","Thompson","1936-04-23"
284,48027,"myron-thompson",37,1568,25,"2004-05-23","2001-01-29","Canadian Alliance","Alliance","Wild Rose","AB","wild-rose","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
284,48027,"myron-thompson",38,1261,1,"2008-09-07","2004-10-04","Conservative","CPC","Wild Rose","AB","wild-rose","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
285,70014,"greg-thompson",38,1321,1,"2005-11-29","2004-10-04","Conservative","CPC","St. Croix--Belleisle","NB","st-croix-belleisle","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
285,70145,"greg-thompson",36,2523,26,"2000-10-22","1997-09-22","Progressive Conservative","PC","Charlotte","NB","charlotte","f",2523,1997,"1997-09-25",FALSE,"M","Greg Thompson","Greg","Thompson","1947-03-28"
285,13008,"greg-thompson",37,1625,26,"2004-05-23","2001-01-29","Progressive Conservative","PC","New Brunswick Southwest","NB","new-brunswick-southwest","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
285,13008,"greg-thompson",39,592,1,"2011-03-26","2006-04-03","Conservative","CPC","New Brunswick Southwest","NB","new-brunswick-southwest","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
286,35018,"roger-gaudet",38,1360,1,"2019-10-21","2004-10-04","Conservative","CPC","Dufferin--Caledon","ON","dufferin-caledon","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
287,46008,"vic-toews",37,1609,25,"2004-05-23","2001-01-29","Canadian Alliance","Alliance","Provencher","MB","provencher","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
287,46008,"vic-toews",38,1306,1,"2013-07-09","2004-10-04","Conservative","CPC","Provencher","MB","provencher","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
288,35105,"alan-tonks",37,1749,4,"2011-03-26","2001-01-29","Liberal","Liberal","York South--Weston","ON","york-south-weston","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
290,47009,"bradley-trost",38,1536,1,"2015-10-19","2004-10-04","Conservative","CPC","Saskatoon--Humboldt","SK","saskatoon-humboldt","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
290,70368,"bradley-trost",41,4315,1,"2019-10-21","2015-10-19","Conservative","CPC","Saskatoon--University","SK","saskatoon-university","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
291,46001,"merv-tweed",38,1299,1,"2013-08-31","2004-10-04","Conservative","CPC","Brandon--Souris","MB","brandon-souris","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
294,35035,"roger-valley",38,1377,4,"2008-09-07","2004-10-04","Liberal","Liberal","Kenora","ON","kenora","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
295,35104,"peter-van-loan",38,1448,1,"2018-09-30","2004-10-04","Conservative","CPC","York--Simcoe","ON","york-simcoe","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
296,70169,"maurice-vellacott",36,2744,28,"2000-10-22","1997-09-22","Reform Party","Reform","Wanuskewin","SK","wanuskewin","f",2744,1998,"1998-09-22",FALSE,"M","Maurice Vellacott","Maurice","Vellacott","1955-09-29"
296,47011,"maurice-vellacott",37,1840,25,"2004-05-23","2001-01-29","Canadian Alliance","Alliance","Saskatoon--Wanuskewin","SK","saskatoon-wanuskewin","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
296,47011,"maurice-vellacott",38,1538,1,"2015-10-19","2004-10-04","Conservative","CPC","Saskatoon--Wanuskewin","SK","saskatoon-wanuskewin","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
297,24069,"robert-vincent",38,1521,3,"2011-03-26","2004-10-04","Bloc Québécois","Bloc","Shefford","QC","shefford","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
298,35019,"joe-volpe",35,3167,4,"2000-10-22","1994-01-17","Liberal","Liberal","Eglinton--Lawrence","ON","eglinton-lawrence","t",3179,1996,"1996-03-28",TRUE,"M","Joe Volpe","Joe","Volpe","1947-09-21"
298,35019,"joe-volpe",35,3167,4,"2000-10-22","1994-01-17","Liberal","Liberal","Eglinton--Lawrence","ON","eglinton-lawrence","t",3167,1994,"1994-02-09",FALSE,"M","Joe Volpe","Joe","Volpe","1947-09-21"
298,35019,"joe-volpe",37,1665,4,"2004-05-23","2001-01-29","Liberal","Liberal","Eglinton--Lawrence","ON","eglinton-lawrence","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
298,35019,"joe-volpe",38,1361,4,"2005-11-29","2004-10-04","Liberal","Liberal","Eglinton--Lawrence","ON","eglinton-lawrence","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
298,35019,"joe-volpe",39,606,4,"2011-03-26","2006-04-03","Liberal","Liberal","Eglinton--Lawrence","ON","eglinton-lawrence","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
299,35084,"tom-wappel",36,2625,4,"2008-09-07","1997-09-22","Liberal","Liberal","Scarborough Southwest","ON","scarborough-southwest","t",2625,1998,"1998-09-29",FALSE,"M","Tom Wappel","Tom","Wappel","1950-02-09"
299,70227,"tom-wappel",35,3224,4,"1997-04-27","1994-01-17","Liberal","Liberal","Scarborough West","ON","scarborough-west","f",3224,1994,"1994-02-01",FALSE,"M","Tom Wappel","Tom","Wappel","1950-02-09"
300,59013,"mark-warawa",38,1275,1,"2015-10-19","2004-10-04","Conservative","CPC","Langley","BC","langley","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
300,70387,"mark-warawa",41,4331,1,"2019-06-20","2015-10-19","Conservative","CPC","Langley--Aldergrove","BC","langley-aldergrove","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
301,46012,"judy-wasylycia-leis",38,1310,2,"2010-04-30","2004-10-04","NDP","NDP","Winnipeg North","MB","winnipeg-north","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
301,70058,"judy-wasylycia-leis",36,2516,2,"2004-05-23","1997-09-22","NDP","NDP","Winnipeg North Centre","MB","winnipeg-north-centre","f",2516,1997,"1997-09-25",FALSE,"F","Judy Wasylycia-Leis","Judy","Wasylycia-Leis","1951-08-10"
302,35021,"jeff-watson",38,1363,1,"2015-10-19","2004-10-04","Conservative","CPC","Essex","ON","essex","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
304,35075,"bryon-wilfert",38,1417,4,"2011-03-26","2004-10-04","Liberal","Liberal","Richmond Hill","ON","richmond-hill","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
304,70095,"bryon-wilfert",36,2606,4,"2004-05-23","1997-09-22","Liberal","Liberal","Oak Ridges","ON","oak-ridges","f",2606,1997,"1997-09-25",FALSE,"M","Bryon Wilfert","Bryon","Wilfert","1952-07-14"
305,48015,"john-williams",38,1251,1,"2008-09-07","2004-10-04","Conservative","CPC","Edmonton--St. Albert","AB","edmonton-st-albert","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
305,70044,"john-williams",35,3070,28,"2000-10-22","1994-01-17","Reform Party","Reform","St. Albert","AB","st-albert","f",3085,1997,"1997-02-13",FALSE,"M","John Williams","John","Williams","1946-12-31"
305,70044,"john-williams",35,3070,28,"2000-10-22","1994-01-17","Reform Party","Reform","St. Albert","AB","st-albert","f",3329,1995,"1995-10-26",FALSE,"M","John Williams","John","Williams","1946-12-31"
305,70044,"john-williams",35,3070,28,"2000-10-22","1994-01-17","Reform Party","Reform","St. Albert","AB","st-albert","f",3281,1996,"1996-11-26",FALSE,"M","John Williams","John","Williams","1946-12-31"
305,70044,"john-williams",35,3070,28,"2000-10-22","1994-01-17","Reform Party","Reform","St. Albert","AB","st-albert","f",3070,1994,"1994-01-19",FALSE,"M","John Williams","John","Williams","1946-12-31"
305,70044,"john-williams",37,1566,25,"2004-05-23","2001-01-29","Canadian Alliance","Alliance","St. Albert","AB","st-albert","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
306,35022,"borys-wrzesnewskyj",41,4298,4,"2019-10-21","2015-10-19","Liberal","Liberal","Etobicoke Centre","ON","etobicoke-centre","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
306,35022,"borys-wrzesnewskyj",38,1364,4,"2011-03-26","2004-10-04","Liberal","Liberal","Etobicoke Centre","ON","etobicoke-centre","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
307,47002,"lynne-yelich",38,1529,1,"2015-10-19","2004-10-04","Conservative","CPC","Blackstrap","SK","blackstrap","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
307,47002,"lynne-yelich",37,1831,25,"2004-05-23","2001-01-29","Canadian Alliance","Alliance","Blackstrap","SK","blackstrap","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
308,13004,"paul-zed",35,3125,4,"1997-04-27","1994-01-17","Liberal","Liberal","Fundy Royal","NB","fundy-royal","t",3125,1994,"1994-03-10",FALSE,"M","Paul Zed","Paul","Zed","1956-12-31"
308,13009,"paul-zed",38,1320,4,"2008-09-07","2004-10-04","Liberal","Liberal","Saint John","NB","saint-john","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
343,47003,"gary-merasty",39,510,4,"2008-03-17","2006-04-03","Liberal","Liberal","Desnethé--Missinippi--Churchill River","SK","desnethe-missinippi-churchill-river","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
395,10004,"todd-norman-russell",38,1543,4,"2011-03-26","2004-10-04","Liberal","Liberal","Labrador","NL","labrador","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
396,35038,"harold-glenn-albrecht",39,311,1,"2019-10-21","2006-04-03","Conservative","CPC","Kitchener--Conestoga","ON","kitchener-conestoga","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
397,35049,"nina-grewal",39,312,4,"2008-09-07","2006-04-03","Liberal","Liberal","Mississauga--Erindale","ON","mississauga-erindale","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
397,70089,"nina-grewal",41,4415,4,NA,"2015-10-19","Liberal","Liberal","Mississauga Centre","ON","mississauga-centre","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
398,13010,"mike-allen",39,313,1,"2015-10-19","2006-04-03","Conservative","CPC","Tobique--Mactaquac","NB","tobique-mactaquac","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
399,24051,"andré-arthur",39,320,5,"2011-03-26","2006-04-03","Independent","Independent","Portneuf--Jacques-Cartier","QC","portneuf-jacques-cartier","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
400,59026,"alex-atamanenko",39,322,2,"2015-10-19","2006-04-03","NDP","NDP","British Columbia Southern Interior","BC","british-columbia-southern-interior","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
401,35066,"john-baird",39,326,1,"2015-03-16","2006-04-03","Conservative","CPC","Ottawa West--Nepean","ON","ottawa-west-nepean","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
402,24048,"helena-guergis",39,327,3,"2008-09-07","2006-04-03","Bloc Québécois","Bloc","Papineau","QC","papineau","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
403,59031,"helena-guergis",39,332,2,"2008-09-07","2006-04-03","NDP","NDP","Vancouver Island North","BC","vancouver-island-north","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
404,24005,"maxime-bernier",42,4477,5,"2019-10-21","2018-08-23","Independent","Independent","Beauce","QC","beauce","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
404,24005,"maxime-bernier",39,337,1,"2018-08-22","2006-04-03","Conservative","CPC","Beauce","QC","beauce","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
405,61001,"dennis-bevington",39,339,2,"2014-09-01","2006-04-03","NDP","NDP","Western Arctic","NT","western-arctic","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
405,70265,"dennis-bevington",41,4173,2,"2015-10-19","2014-09-02","NDP","NDP","Northwest Territories","NT","northwest-territories","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
406,59017,"dawn-black",39,342,2,"2009-12-30","2006-04-03","NDP","NDP","New Westminster--Coquitlam","BC","new-westminster-coquitlam","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
407,24026,"jean-pierre-blackburn",39,343,1,"2011-03-26","2006-04-03","Conservative","CPC","Jonquière--Alma","QC","jonquiere-alma","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
408,24034,"steven-blaney",39,346,1,"2015-10-19","2006-04-03","Conservative","CPC","Lévis--Bellechasse","QC","levis-bellechasse","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
408,70289,"steven-blaney",41,4244,1,"2021-09-20","2015-10-19","Conservative","CPC","Bellechasse--Les Etchemins--Lévis","QC","bellechasse-les-etchemins-levis","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
409,70268,"sylvie-boucher",41,4322,1,"2019-10-21","2015-10-19","Conservative","CPC","Beauport--Côte-de-Beaupré--Île dOrléans--Charlevoix","QC","beauport-cote-de-beaupre-ile-d-orleans-charlevoix","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
409,24007,"sylvie-boucher",39,351,1,"2011-03-26","2006-04-03","Conservative","CPC","Beauport--Limoilou","QC","beauport-limoilou","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
410,35004,"patrick-brown",39,357,1,"2015-05-14","2006-04-03","Conservative","CPC","Barrie","ON","barrie","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
411,46013,"rod-bruinooge",39,358,1,"2015-10-19","2006-04-03","Conservative","CPC","Winnipeg South","MB","winnipeg-south","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
412,48026,"blaine-calkins",39,361,1,"2015-10-19","2006-04-03","Conservative","CPC","Wetaskiwin","AB","wetaskiwin","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
412,70375,"blaine-calkins",41,4320,1,NA,"2015-10-19","Conservative","CPC","Red Deer--Lacombe","AB","red-deer-lacombe","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
413,59011,"ron-cannan",39,362,1,"2015-10-19","2006-04-03","Conservative","CPC","Kelowna--Lake Country","BC","kelowna-lake-country","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
414,24050,"lawrence-cannon",39,364,1,"2011-03-26","2006-04-03","Conservative","CPC","Pontiac","QC","pontiac","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
415,35033,"chris-charlton",39,372,2,"2015-10-19","2006-04-03","NDP","NDP","Hamilton Mountain","ON","hamilton-mountain","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
416,35095,"olivia-chow",39,374,2,"2014-03-13","2006-04-03","NDP","NDP","Trinity--Spadina","ON","trinity-spadina","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
417,35069,"loyola-hearn",39,376,1,"2018-11-06","2006-04-03","Conservative","CPC","Parry Sound--Muskoka","ON","parry-sound-muskoka","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
417,35069,"russ-hiebert",42,4484,5,"2019-10-21","2018-11-07","Independent","Independent","Parry Sound--Muskoka","ON","parry-sound-muskoka","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
418,35078,"patricia-davidson",39,388,1,"2011-03-26","2006-04-03","Conservative","CPC","Sarnia--Lambton","ON","sarnia-lambton","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
418,35078,"patricia-davidson",40,4086,1,"2015-10-19","2011-05-02","Conservative","CPC","Sarnia--Lambton","ON","sarnia-lambton","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
419,24006,"claude-debellefeuille",39,391,3,"2011-03-26","2006-04-03","Bloc Québécois","Bloc","Beauharnois--Salaberry","QC","beauharnois-salaberry","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
419,70274,"claude-debellefeuille",42,4512,3,NA,"2019-10-21","Bloc Québécois","Bloc","Salaberry--Suroît","QC","salaberry-suroit","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
420,35071,"dean-del-mastro",39,392,1,"2013-09-26","2006-04-03","Conservative","CPC","Peterborough","ON","peterborough","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
420,35071,"dean-del-mastro",41,4160,5,"2014-11-05","2013-09-27","Independent","Independent","Peterborough","ON","peterborough","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
421,35062,"paul-dewar",39,396,2,"2015-10-19","2006-04-03","NDP","NDP","Ottawa Centre","ON","ottawa-centre","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
422,59016,"mark-holland",39,397,4,"2011-03-26","2006-04-03","Liberal","Liberal","Newton--North Delta","BC","newton-north-delta","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
422,70293,"mark-holland",41,4388,4,NA,"2015-10-19","Liberal","Liberal","Surrey--Newton","BC","surrey-newton","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
423,35076,"rick-dykstra",39,404,1,"2015-10-19","2006-04-03","Conservative","CPC","St. Catharines","ON","st-catharines","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
424,59001,"ed-fast",39,410,1,NA,"2006-04-03","Conservative","CPC","Abbotsford","BC","abbotsford","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
425,35099,"jim-flaherty",39,413,1,"2014-04-10","2006-04-03","Conservative","CPC","Whitby--Oshawa","ON","whitby-oshawa","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
426,24015,"carole-freeman",39,417,3,"2011-03-26","2006-04-03","Bloc Québécois","Bloc","Châteauguay--Saint-Constant","QC","chateauguay-saint-constant","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
427,35063,"brian-jean",39,420,1,"2015-10-19","2006-04-03","Conservative","CPC","Ottawa--Orléans","ON","ottawa-orleans","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
428,24036,"jacques-gourde",39,429,1,"2015-10-19","2006-04-03","Conservative","CPC","Lotbinière--Chutes-de-la-Chaudière","QC","lotbiniere-chutes-de-la-chaudiere","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
428,70378,"jacques-gourde",41,4387,1,NA,"2015-10-19","Conservative","CPC","Lévis--Lotbinière","QC","levis-lotbiniere","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
429,24037,"luc-harvey",39,440,1,"2008-09-07","2006-04-03","Conservative","CPC","Louis-Hébert","QC","louis-hebert","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
430,48012,"laurie-hawn",39,441,1,"2015-10-19","2006-04-03","Conservative","CPC","Edmonton Centre","AB","edmonton-centre","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
431,35023,"michael-ignatieff",39,448,4,"2011-03-26","2006-04-03","Liberal","Liberal","Etobicoke--Lakeshore","ON","etobicoke-lakeshore","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
432,46003,"susan-kadis",39,458,4,"2008-09-07","2006-04-03","Liberal","Liberal","Churchill","MB","churchill","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
433,24068,"randy-kamp",39,464,3,"2011-03-26","2006-04-03","Bloc Québécois","Bloc","Saint-Maurice--Champlain","QC","saint-maurice-champlain","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
434,48011,"mike-lake",39,466,1,"2015-10-19","2006-04-03","Conservative","CPC","Edmonton--Mill Woods--Beaumont","AB","edmonton-mill-woods-beaumont","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
434,70355,"mike-lake",41,4302,1,NA,"2015-10-19","Conservative","CPC","Edmonton--Wetaskiwin","AB","edmonton-wetaskiwin","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
435,35025,"pierre-lemieux",39,475,1,"2015-10-19","2006-04-03","Conservative","CPC","Glengarry--Prescott--Russell","ON","glengarry-prescott-russell","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
436,24011,"marcel-lussier",39,482,3,"2008-09-07","2006-04-03","Bloc Québécois","Bloc","Brossard--La Prairie","QC","brossard-la-prairie","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
437,24074,"luc-malo",39,487,3,"2011-03-26","2006-04-03","Bloc Québécois","Bloc","Verchères--Les Patriotes","QC","vercheres-les-patriotes","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
438,10001,"fabian-manning",39,489,1,"2008-09-07","2006-04-03","Conservative","CPC","Avalon","NL","avalon","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
439,35032,"wayne-marston",39,492,2,"2015-10-19","2006-04-03","NDP","NDP","Hamilton East--Stoney Creek","ON","hamilton-east-stoney-creek","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
440,35042,"irene-mathyssen",39,498,2,"2019-10-21","2006-04-03","NDP","NDP","London--Fanshawe","ON","london-fanshawe","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
441,59018,"colin-mayes",39,500,1,"2015-10-19","2006-04-03","Conservative","CPC","Okanagan--Shuswap","BC","okanagan-shuswap","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
442,24002,"wajid-khan",39,518,3,"2013-09-12","2006-04-03","Bloc Québécois","Bloc","Ahuntsic","QC","ahuntsic","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
442,24002,"wajid-khan",41,4159,5,"2015-10-19","2013-09-13","Independent","Independent","Ahuntsic","QC","ahuntsic","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
443,13007,"ed-komarnicki",39,519,4,"2011-03-26","2006-04-03","Liberal","Liberal","Moncton--Riverview--Dieppe","NB","moncton-riverview-dieppe","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
444,24020,"maka-kotto",39,521,3,"2011-03-26","2006-04-03","Bloc Québécois","Bloc","Gatineau","QC","gatineau","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
445,35068,"mario-laframboise",40,4084,2,"2015-10-19","2011-05-02","NDP","NDP","Parkdale--High Park","ON","parkdale-high-park","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
445,35068,"daryl-kramp",39,522,2,"2008-09-07","2006-04-03","NDP","NDP","Parkdale--High Park","ON","parkdale-high-park","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
446,35058,"mario-laframboise",39,525,1,"2015-10-19","2006-04-03","Conservative","CPC","Northumberland--Quinte West","ON","northumberland-quinte-west","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
447,24010,"christian-ouellet",39,529,3,"2011-03-26","2006-04-03","Bloc Québécois","Bloc","Brome--Missisquoi","QC","brome-missisquoi","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
448,24042,"christian-paradis",39,534,1,"2015-10-19","2006-04-03","Conservative","CPC","Mégantic--L'Érable","QC","megantic-l-erable","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
449,24013,"daniel-petit",39,539,1,"2011-03-26","2006-04-03","Conservative","CPC","Charlesbourg--Haute-Saint-Charles","QC","charlesbourg-haute-saint-charles","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
450,59028,"penny-priddy",39,545,2,"2008-09-07","2006-04-03","NDP","NDP","Surrey North","BC","surrey-north","f",NA,NA,NA,NA,NA,NA,NA,NA,NA
451,59035,"denise-savoie",39,561,2,"2012-08-31","2006-04-03","NDP","NDP","Victoria","BC","victoria","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
452,35046,"bev-shipley",39,567,1,"2019-10-21","2006-04-03","Conservative","CPC","Lambton--Kent--Middlesex","ON","lambton-kent-middlesex","t",NA,NA,NA,NA,NA,NA,NA,NA,NA
